Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: C2.raw (F17)	Area: C4.raw (F18)	Area: C6.raw (F19)	Area: A1.raw (F1)	Area: A3.raw (F3)	Area: A5.raw (F5)	Area: D1.raw (F20)	Area: D3.raw (F22)	Area: D5.raw (F24)	Area: B1.raw (F7)	Area: B3.raw (F9)	Area: B5.raw (F11)	Area: B2.raw (F8)	Area: B4.raw (F10)	Area: B6.raw (F12)	Area: D2.raw (F21)	Area: D4.raw (F23)	Area: D6.raw (F25)	Area: A2.raw (F2)	Area: A4.raw (F4)	Area: A6.raw (F6)
Compound233	5,5-Dimethylhydantoin	C5 H8 N2 O2			128.05719	3.663	53325925.3681036	47638748.6406441	57344573.5229157	144360499.67959	40867145.0618031	118794488.620593	77164154.1179274	85826018.5929843	84961076.0003924	80508856.4616003	109384295.547343	103314853.740587	93156155.177203	119733498.634161	112431134.280557	47460331.039644	369989.567263168	36720202.0529999	117303175.75475	114512516.215547	89607063.0458471
Compound234	Dihydrothymine	C5 H8 N2 O2	Metabolic pathways;Cyanoamino acid metabolism;Other		128.0585	4.056	88023617.7782299	87223443.3958422	51351299.3543257	55719171.7348308	29299496.2367022	50513529.1563216	20095072.1835206	24471680.4007005	45516182.0254226	13908615.6934322	17633197.6711378	6965916.1878577	52071288.5776871	26791806.1582708	49525293.0120612	36593848.1274705	104748530.274117	34438992.3735089	156447978.372139	141569802.302272	183293933.272344
Compound235	Isonipecotamide	C6 H12 N2 O			128.09504	4.276	12280918.0183067	37725372.132179	18242461.8749037	22386363.608315	14633774.0642063	13827458.2235945	14022139.111713	16916405.6244714	20626341.6407727	13120798.6548285	16501501.4649166	5646929.11318709	18875266.9731366	17971604.9489276	19481366.2146082	24815483.1230909	19507240.8668998	34172621.0737966	23025618.8749128	17028512.580776	23936248.7301423
Compound236	2-(2-Aminoethyl)-1-methylpyrrolidine	C7 H16 N2			128.13132	3.381	74312944.6835021	178935131.841449	335768914.719868	378931171.955452	205156936.180891	185092822.314802	248629028.888468	187467467.892066	242201200.968744	634420344.486423	322140503.516005	545936562.915436	217227481.41854	139978193.625037	259572724.776446	258616008.438302	307092657.906284	51523469.1046821	418713564.411881	308430568.798303	208067202.231788
Compound237	2-(2-Aminoethyl)-1-methylpyrrolidine	C7 H16 N2			128.13138	4.355	84138653.1621782	177197588.690584	211316049.377046	47772480.1850871	52768090.4505357	25234741.0363224	90576222.0230167	124841798.452533	186133643.985499	58962590.84532	146750556.286635	79134244.9444641	150214238.524884	41615499.6693191	125331654.021699	164028094.337581	186899656.04396	83132911.7122278	63252178.2512956	133732736.606048	119315204.241091
Compound238	2-(2-Aminoethyl)-1-methylpyrrolidine	C7 H16 N2			128.13139	4.762	32860328.0915136	93886132.4170606	71778490.955447	179922406.917077	159645997.882674	150173341.765273	51751704.2143377	55192786.16118	64678767.91896	109755441.937624	72683432.2301101	185918382.811462	35608447.3916264	136285404.440517	49580691.453393	118933502.636692	75939322.1657696	120363234.658178	151577585.785719	86051814.8644063	86087281.883387
Compound239					128.5603	16.354	3203350.05536617	13607238.2966948	14881671.978048	3126156.92351748	3231269.01080085	6764429.22532771	7910416.3043355	3998865.29080904	60388990.5073041	11913801.2847141	27296739.0697585	9639984.0060158	28393760.9135314	12686398.4002451	19486299.6993806	15190226.2698334	12678612.6501414	56280109.1859233	33834787.938713	4427179.81331338	21645920.5968508
Compound240		C8 H3 N O			129.02152	14.104	10757184.0376094	36994713.9969613	42203567.9057031	19860661.9299712	11484947.3313933	20986545.7386298	22413347.5202304	38895351.3423341	38791251.3043784	11305451.3472391	45237212.5617057	15920245.678809	34240550.0687919	29814362.8063428	17326636.4259689	21637441.8719708	30189330.8785717	59244023.5367253	32618805.5351895	11457697.5579295	17879421.2748286
Compound241	Goitrin	C5 H7 N O S			129.02481	17.18	95403968.7018766	150123913.871028	139939377.252533	100376752.659746	43501028.649696	33392440.2576108	282418825.391157	63104247.2005508	105151500.809539	218827291.090473	143055192.202492	86326750.6853207	109237773.568804	62374795.4871312	97577011.9508935	178407316.534754	154100813.980144	88157137.2608041	90960816.4071827	101433189.601964	361299980.563639
Compound242	4-Oxoproline	C5 H7 N O3			129.04131	35.314	7697582.78043117	13938115.8506853	20993375.6805132	3838993.46998801	6161243.40753042	15780106.8403916	39321717.4615532	69874337.5975985	76795984.6017825	7235847.92071466	6623933.61198017	15887595.1427191	6635146.81199036	12006714.9183059	13647368.5817354	12736513.6413958	23543566.6816214	19819587.5407502	25820047.5819766	7269291.5536486	10654102.0995772
Compound243	4-Oxoproline; L-Pyroglutamic acid	C5 H7 N O3	; Metabolic pathways;Biosynthesis of secondary metabolites;Arginine and proline metabolism;Other	; Other	129.04252	3.702	1965762604.40425	957741765.006596	702003171.92297	514848056.606197	110098454.796084	937416820.47723	126009962.329179	589648024.823322	1530956497.59908	128325004.281224	177878636.941061	130810739.538698	247914368.871842	1084331310.7834	1038033122.19743	1127125557.53964	376674787.426344	1807363849.79007	794485372.945165	735715117.03685	1216386259.09531
Compound244	L-Pyroglutamic acid; 4-Oxoproline	C5 H7 N O3	Metabolic pathways;Biosynthesis of secondary metabolites;Arginine and proline metabolism;Other; 	Other; 	129.04253	4.302	2466016596.55165	1695889311.05852	1242964311.38082	3982275312.85599	607048325.528534	2510935425.42267	574991845.819028	1822884308.69384	1976447429.47402	161628270.935869	330979033.93314	213637719.567132	1288587441.87019	3655982015.92583	3856932087.88187	1312463396.34566	1179688319.80302	2174493647.67346	3637647124.70208	2765069058.56173	2830200094.55782
Compound245	L-Pyroglutamic acid; 4-Oxoproline	C5 H7 N O3	Metabolic pathways;Biosynthesis of secondary metabolites;Arginine and proline metabolism;Other; 	Other; 	129.04254	4.663	1827299581.04854	731868789.746532	1654846583.59924	925004348.564319	242598588.031352	999382581.975561	955638534.193058	1871530903.00503	2249278790.16644	768134745.863348	934288968.503756	328145796.29482	875659339.309663	2675654786.39533	1766669401.8512	2274839007.62322	1731543106.35598	1901291109.66133	349486868.388526	1158168715.29147	648653482.505416
Compound246	L-Pyroglutamic acid	C5 H7 N O3	Metabolic pathways;Biosynthesis of secondary metabolites;Arginine and proline metabolism;Other	Other	129.04255	5.256	2506069237.70133	1482621218.18683	2241199079.73382	4284515515.13206	1111285662.11197	2870710852.44744	1407518395.03242	2298911957.01122	3222504233.04049	1169635033.46221	1431036865.86715	1359585067.0647	1498715424.98157	2470962110.71099	3261141559.89207	2372341311.60883	2376683959.31265	2123879569.18258	3874073228.7272	3470650989.68269	3090552650.12964
Compound247	L(-)-Pipecolinic acid	C6 H11 N O2	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Arginine and proline metabolism;Other	Superpathway of L-lysine degradation	129.07892	3.452	769005117.371247	905236740.362765	510336777.546381	570469437.905382	272315662.882454	302159699.912296	207605928.54314	375308281.98938	336753766.750726	277213506.541523	218463089.999003	208984195.298573	184544672.959244	151044464.516294	192233538.28586	287034951.268511	161421272.889031	478171084.066172	698378391.552866	349850508.605373	339943020.853852
Compound248	L(-)-Pipecolinic acid	C6 H11 N O2	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Arginine and proline metabolism;Other	Superpathway of L-lysine degradation	129.07895	3.861	67898699.3678136	168233960.294019	93358724.4612458	89923614.0983429	20368251.1905341	49239808.9626891	15815346.0658625	88446626.0028803	70984580.6394986	6304373.97420934	19985456.2880762	18435564.5881942	29372143.8023774	62191700.214574	96816580.0411062	65158242.2939616	58566997.1745506	174263321.70704	50943678.4162717	634589158.007097	143643004.516475
Compound249	Pipecolic acid	C6 H11 N O2	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Arginine and proline metabolism;Other	Superpathway of L-lysine degradation	129.07899	4.281	57653541.1385218	229263344.596936	263361952.224449	163529476.690816	29545028.7372243	44007914.8977038	49169698.6344311	29453224.3598083	154721584.411216	28429855.4966509	24844964.5465269	8633560.74580951	118811566.915876	35916443.656486	76410933.2830656	69204307.4555698	90229185.9932891	107440117.876897	92736116.4952166	54172869.1706232	44077268.738545
Compound250	1-Methyl-4-piperidinemethanol	C7 H15 N O			129.11528	14.613	1746147.01660953	27040609.6664005	3333548.89252186	86978673.4960047	37926194.7942008	67018849.0755331	22657548.8913571	7964049.14414421	10393187.0072361	32621028.1725711	12079260.3979189	31160100.0471643	18629477.3441248	37903294.7586413	18721698.529345	26211213.107283	19649364.8350953	18363512.231487	55944770.0007349	6311050.9534136	3549286.09280188
Compound251	N,N-Diisopropylethylamine (DIPEA)	C8 H19 N			129.15179	12.208	213534216.991068	115051770.797877	83665711.1332738	16120557.3292137	96562312.8515241	16304970.6299551	64210929.2177892	53615792.0230543	209466163.487639	114855479.088793	209855766.873682	489207268.6831	145562712.065141	48951663.6424754	67504505.119272	57399469.397698	76065798.5577655	109690144.173525	67348136.5768136	111899468.571942	222316648.654095
Compound252		C H4 F O2 P S			129.96554	3.321	73514440.4752754	56566441.9182047	60988487.6937312	94028888.9929888	12571974.7369672	74728283.2650109	42282580.6674581	31884934.5237155	62231800.5008294	86171708.3531606	104187200.145075	66398683.1564712	78781238.4597601	81453606.6531716	57992921.1924462	61870608.3235087	73350.2200862034	59817.2659348935	80468042.461688	63422589.3029559	101410584.123566
Compound253		C H4 F O2 P S			129.96557	3.58	1741717.61119408	2733419.34187909	6898657.40681407	14108318.6737464	2033595.65470169	4361034.85109901	8672372.8123302	4166250.66487591	1627299.45776438	20314346.1563544	13965821.6375933	11129262.9993497	12533946.9162799	6383931.55464853	10506027.3316007	3681039.48192998	56901311.117083	57795712.3869782	11702000.5626543	12582539.6476882	4431448.13502782
Compound254		C6 H7 F S			130.02521	4.012	64410796.0885964	101037717.033191	101094395.021653	125332387.762056	30706913.6184611	130033967.233244	15159986.5667359	56898846.55485	31518835.2367032	33825719.9444141	17875708.1098329	10560820.1866419	34180771.7736112	27113876.4475786	13708981.0948258	42767686.5881073	64265203.2247756	8647858.86553424	129570534.270319	113805959.357822	54224165.4872438
Compound255					130.02523	3.654	25660906.8268638	30200220.9526925	18721976.9934642	28867002.4050094	25474258.7848307	35719321.9344712	21823107.9727213	20591723.0795445	23178086.5210718	15336641.4474185	25692509.313979	22420319.2647621	51652894.5289018	40128726.4685091	22026724.535862	17751566.6605986	1319375.20074701	1656529.88762724	36254824.5049949	21523753.2707599	43603778.9148461
Compound256	Citraconic acid	C5 H6 O4			130.02544	4.235	54963108.0587271	47451957.2153788	500395703.714493	1920373088.6028	89149207.5024712	1940326646.19346	2092811462.72385	6239012111.71131	1357549002.54078	2313174345.09812	135432310.687063	102631464.668141	3907397986.51978	3794339443.68811	4287643026.21851	1780452196.28104	2225921903.13354	34837457.935683	489679416.995418	1020221251.78499	1893112335.49466
Compound257	(2S)-2-Piperazinecarboxylic acid; 	C5 H10 N2 O2; 			130.07569	4.745	20149915.7252021	15783031.3247922	11115299.105579	21168114.733884	11545855.4364221	8803774.50838739	14965882.4076069	7960015.32005356	24762285.4675559	11902486.5409671	20404402.4912503	11600712.030641	15651256.0182367	11297488.882801	11575261.4681135	28066210.7560951	14995819.973168	20830233.9024343	21322814.4545913	14309296.8432475	37312862.5631303
Compound258					130.56327	15.22	31094244.5023876	37479135.2899345	33601559.5670104	11145759.5735748	6304202.03903321	11430823.4225859	13793632.2535726	12060634.6670785	37736502.6262997	12786668.9104486	37274394.9842777	34632278.6579123	46219381.143809	23918025.0401544	34539936.1682651	31941863.5289476	21058808.0651037	34823489.0197365	36069354.6449194	23753295.5301836	33342909.3363081
Compound259	[Similar to: Creatine; ΔMass: -0.0396 Da]; 	C5 H7 F N P; 			131.02992	3.995	218581613.014695	13297965.6701975	585631684.267842	194725157.896882	80625517.4202566	170160311.663416	117914594.53441	35626990.9352167	17275135.6356301	15006964.5906836	11110540.9970946	17490211.4275071	139339766.574363	159217291.57148	239131690.409551	65000501.5245219	58001736.9673825	29609844.3676917	1404770846.68825	1242283882.27743	720049990.20103
Compound260	Creatine	C4 H9 N3 O2	Metabolic pathways;Arginine and proline metabolism;Other		131.06941	4.046	1393305981.59813	1468652075.90625	5569781062.59364	2479527612.30719	1060357171.65094	17414618324.2055	922038944.699983	1751941627.46128	1859653266.45076	771313679.619139	1485116899.97698	832933606.752115	2095834227.86244	1442100478.35923	1295653657.13645	1412189461.96516	1845452694.87522	2417276947.48426	2215094662.60955	2281536085.67753	1551228429.10711
Compound261	Skatole	C9 H9 N	Other		131.0735	11.189	6436597.49041455	11611930.6133626	6617241.44582736	12756693.2185299	5041331.07227501	19815919.7660616	9895075.63941966	7792425.45612151	3475200.87637912	5735006.67375246	8381931.65836136	8880169.21760743	4808082.68712498	952877.171594921	5817982.72915959	2800686.94736068	9606185.7212191	4462128.92361507	12388769.672792	8295238.38813977	6705975.06298711
Compound262	Skatole	C9 H9 N	Other		131.07354	11.78	18509944.8211896	14941332.5288915	24391578.9188464	20059194.4275359	15271824.2644481	21573698.5305165	33860667.6372632	71424098.4714141	10278346.5233	8787949.03905053	11913276.4532261	15044182.2629768	19885035.9821656	7033185.80962198	11258321.0218716	9460785.00972058	15269936.9579379	12058811.0719541	14265999.3982466	11511755.8406793	11975161.4364664
Compound263	DL-β-Leucine	C6 H13 N O2			131.09334	5.075	90198230.9673617	94111010.037385	194418366.560269	80529949.2634497	34219223.677666	45480988.5987132	115204644.436514	145423647.118667	94960688.2794224	34019288.2680464	47064612.9176175	8341805.18616678	57440611.3874924	50652969.5996367	46245995.6153062	87009278.5782001	465049134.850244	212058026.705818	65043921.0088854	58870034.9838855	67204936.9565988
Compound264	L-Isoleucine	C6 H13 N O2	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Cyanoamino acid metabolism;Aminoacyl-tRNA biosynthesis;Glucosinolate biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Central carbon metabolism in cancer;Other	Superpathway of indole-3-acetate conjugate biosynthesis;Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of linamarin and lotaustralin biosynthesis;Other	131.09457	9.02	1012788894.42646	1800483896.50465	4113873961.40159	738364163.522602	2209018636.55884	1543500629.27001	772363883.916794	989325811.138138	698393858.671674	1395562741.19751	1744448654.17666	1765276212.44573	2158417656.77148	670854747.481998	806699457.310955	678651841.615124	640600343.613322	518584805.633751	248626771.971391	3326583851.03805	2321625599.83244
Compound265	L-Isoleucine	C6 H13 N O2	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Cyanoamino acid metabolism;Aminoacyl-tRNA biosynthesis;Glucosinolate biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Central carbon metabolism in cancer;Other	Superpathway of indole-3-acetate conjugate biosynthesis;Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of linamarin and lotaustralin biosynthesis;Other	131.09459	9.237	1085281746.57325	1877322651.29506	4190964351.40294	137414401.815117	232351092.040612	249846903.554544	2924057208.3285	3189258782.08554	1198451361.14941	139152236.222863	1744448654.17666	1765276212.44573	2158417656.77148	670854747.481998	993508932.99701	2257416919.07452	2988072380.10193	1026689000.04524	258011619.998705	320447676.44382	250314730.027298
Compound266	DL-β-Leucine; L-Isoleucine	C6 H13 N O2	; Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Cyanoamino acid metabolism;Aminoacyl-tRNA biosynthesis;Glucosinolate biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Central carbon metabolism in cancer;Other	; Superpathway of indole-3-acetate conjugate biosynthesis;Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of linamarin and lotaustralin biosynthesis;Other	131.09461	4.3	5444344059.55621	6987613667.39402	10402889688.0043	632539718.572925	1347082536.94805	5224153560.12499	3465981658.83406	4865871783.70527	3985030210.98212	1698040271.14723	1730852704.83215	1852296718.91753	2759620671.03309	4642154399.77042	3945790747.34074	4335943282.94082	2858509420.67289	3982395358.40843	2683703866.79413	6017278331.97087	5504195377.4661
Compound267	L-Isoleucine; DL-β-Leucine; DL-β-Leucine; L-Isoleucine	C6 H13 N O2	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Cyanoamino acid metabolism;Aminoacyl-tRNA biosynthesis;Glucosinolate biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Central carbon metabolism in cancer;Other; ; ; Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Cyanoamino acid metabolism;Aminoacyl-tRNA biosynthesis;Glucosinolate biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Central carbon metabolism in cancer;Other	Superpathway of indole-3-acetate conjugate biosynthesis;Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of linamarin and lotaustralin biosynthesis;Other; ; ; Superpathway of indole-3-acetate conjugate biosynthesis;Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of linamarin and lotaustralin biosynthesis;Other	131.09462	4.786	4098198948.50763	6971271101.78572	10376889998.32	10497034908.2288	6697025794.93488	11095465144.4444	3221613073.14708	4128631586.53372	4520324678.60758	1890830464.85781	2097228936.86154	1845989164.13887	4396514320.57187	1753633306.11865	3936852001.76866	3006099882.19707	3011713905.06958	3124170032.43022	11031643314.9188	9199515606.04237	5493499778.08337
Compound268	3-Methylsulfolene	C5 H8 O2 S			132.02439	6.395	667183408.530191	841123711.526956	1230780073.35149	931596949.886135	528352072.666257	335226596.178493	304491485.802419	443276334.536521	335773365.086641	174298695.104038	202069216.190941	184544095.565251	202946891.056246	227671670.523692	222294670.727081	379345102.294324	415360964.838256	305619224.662297	257667919.678719	943142742.285311	765219194.712582
Compound269	3-Methylsulfolene	C5 H8 O2 S			132.02441	6.194	665206368.583665	792423751.482423	404290004.200782	931596949.886135	70453880.538019	335226596.178493	306892893.527325	514627234.068741	355036684.80604	175814520.634617	230212646.985806	247734680.062909	267735322.160181	141275440.514666	199496943.099164	406283208.962934	360011038.109838	304804700.86455	1308849759.65279	943142742.285311	765219194.712582
Compound270	THTC	C5 H8 O2 S			132.02442	4.344	2923726948.28694	2455020828.6809	3235211151.97663	1444216375.78175	942796718.752816	1569787739.77098	456490812.292782	995505906.760681	1374726343.45262	293095868.74626	167342366.567831	182942945.654006	663435357.790594	996553140.101885	848561011.961218	1642745368.03944	551043188.485996	1823494167.68165	2025615254.66441	2129009973.41491	1689102862.08626
Compound271	L-(-)-Methionine	C5 H11 N O2 S			132.02446	4.704	423006688.946555	107590740.316084	211043726.235863	47951979.5400402	232453326.131477	133640320.446384	357980895.18031	651817750.91916	487463177.438073	147553777.077752	131058297.316433	142686051.623307	197993921.482238	124001705.087209	277284073.910649	753775984.027278	60508944.0589704	709627706.334529	124541844.921735	122643878.701855	168459946.937155
Compound272					132.0408	4.021	319244744.399765	448762392.119415	134506986.17395	187816011.200743	64926536.9072276	147485359.759589	45968344.4991445	66988856.5223192	206562896.361661	32230438.5398578	23934645.6405312	16512999.1348511	77205639.6975961	564410491.808721	311103823.431513	223606995.675862	599725087.551605	389283839.315	109594307.599648	453233573.4404	539901887.58092
Compound273					132.04086	3.667	769184738.473653	762439172.7539	501959073.902255	664934834.627602	467156488.396826	356465477.767769	459066942.530926	170476209.930965	495165679.716796	243470064.838394	235244802.646565	283672332.357886	753705790.547392	556467553.594152	473077319.4176	469128217.926799	9339353.76891731	2628934.09879019	950508605.214833	796053753.079999	703457931.758198
Compound274	; Thiamine	; C12 H16 N4 O S			132.05205	4.224	421668109.814118	639666854.750401	451395422.247492	573450980.388281	179718986.125759	267721834.392826	419638687.65032	393186191.023637	333658935.241401	105387179.387408	224951669.516874	186597590.755209	308688461.736068	442417893.369752	357845592.623595	370580227.314483	289250377.747409	344576664.582153	864627820.274474	516257467.69868	678771305.333368
Compound275	; L-(-)-Asparagine	; C4 H8 N2 O3	; Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;Protein digestion and absorption;Cyanoamino acid metabolism;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Arginine and proline metabolism;Other	; Other	132.05337	3.668	171545512.635152	79103574.5294063	127345750.202435	47667457.1877323	30455031.4934717	74660433.2750558	24966494.9582767	40058016.3238658	46909752.6442344	23515628.2086897	22844037.3411268	41645102.9525259	46874411.5916044	36689786.6382353	29062941.7603836	62549309.7417699	8528660.88130949	50962468.7931231	127778076.597732	87046858.8329119	112515357.946601
Compound276	L-(-)-Asparagine	C4 H8 N2 O3	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;Protein digestion and absorption;Cyanoamino acid metabolism;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Arginine and proline metabolism;Other	Other	132.05368	4.462	76618697.4253129	19021141.5526156	14726185.3071831	62172626.7318402	11043301.9205231	22813578.462688	7766000.55701907	19068977.517886	27057493.9676456	19432371.8058374	23930123.0390074	5584635.77020998	8835242.4751862	7640725.10748494	10605778.1279807	17763711.3159533	13083995.2404801	12258803.0190321	40279572.176112	19572774.0194469	22033302.902699
Compound277	Ornithine	C5 H12 N2 O2			132.08854	3.971	2746428.66644527	2056269.95348049	8109796.38207652	22780288.0315548	2360882.832451	5941488.78083522	8019954.50578678	10596659.5527774	2231166.17228479	2081654.67982497	2665334.32111289	799178.723406652	1814505.47466806	930988.318737518	904597.782181565	2460858.76897554	88548600.93679	5603651.01301879	1300713.80236124	1848042.22991123	2514375.60916232
Compound278	Ornithine	C5 H12 N2 O2			132.08855	3.717	8013781.68063053	16144926.6136297	19786847.0179987	37808879.6228411	6498986.61584103	12390338.8488847	85968113.1987604	25214172.9175594	12263066.767707	36300756.7373281	14957609.9925896	24515349.827888	17522167.0310549	4099670.44958717	7928092.44186351	14308255.5636495	76342192.945633	14195691.7800212	7606102.26651885	8710131.94010587	8203258.70023556
Compound279	L(+)-Ornithine; Ornithine	C5 H12 N2 O2	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;ABC transporters;Arginine and proline metabolism;Other; 	Other; 	132.08995	3.472	339513831.811727	401661524.424105	369966972.213955	368357334.02688	138118901.016842	198663701.858699	203792123.466467	262683006.44184	161362629.563146	199299487.429556	132349088.858708	180756171.615731	70020537.7215281	52386585.2494005	72351802.8070066	240109963.989098	191982177.757736	133482541.501946	150484009.067352	170841930.4637	131385911.879966
Compound280	Tetralin	C10 H12	Microbial metabolism in diverse environments;Other		132.09389	25.335	4817142.76360372	5259395.70511949	10033693.0806879	8844123.77139133	12543897.6023988	3599132.24714234	6590458.68779635	6630534.83263235	53240764.2548278	2284590.64734426	5176182.28894566	3644242.08363654	48011295.8248436	53201967.6614766	66464954.9387777	60346650.1809312	3221730.58020367	68359157.9974423	32531644.8135193	25131891.2404283	8606620.95108032
Compound281	4-Thiaoctane	C7 H16 S			132.0979	4.559	161715404.20696	47162629.4423224	95879211.7320096	565987448.521526	331120872.106574	640640943.675538	85319693.5358084	284985005.457511	239345374.292542	67392621.3703112	73490039.0116264	25182167.5988718	110609787.368526	183769218.772059	54602770.7633141	114106136.567744	71388346.1679844	144901141.383482	576281719.211904	543549633.32971	123166374.12518
Compound282		C4 H F2 N O2			132.9974	3.705	5947274.49566216	5858158.13711943	5582947.14248241	4561764.57935175	170569915.01639	4380541.98789521	26199763.8435865	3607541.69081665	4814294.23531528	46025985.2025838	60217340.2224007	71564807.6421813	23275852.7153184	5194501.81862692	5331896.9044994	5107661.18936551	4188460.65494676	3697182.23786327	7020562.90027502	6795407.07656313	6086959.34992279
Compound283	Timonacic	C4 H7 N O2 S			133.01968	5.583	85220521.9537779	92105606.9059954	459270962.600327	48110283.5569918	13396321.7533615	23315742.952036	21386232.2542079	42750005.0593667	158784566.878217	60053380.532887	24274059.845387	14166154.7433509	18472188.2531495	16604435.1598014	16234457.5998225	271145846.551425	30355576.7147473	33347100.7732051	245997440.55671	195617090.854937	150392961.928586
Compound284	L-Glutathione (reduced)	C10 H17 N3 O6 S			133.0283	4.332	724119840.690725	407523754.604725	966382659.020407	2569410159.60819	981560468.564405	4072450539.56566	91552071.1820251	3402463106.75262	4842478666.97983	2821218501.3499	612487614.409044	327202511.777384	7112588484.19149	13245221605.2668	17940973256.905	8120621604.52023	1960541892.81344	3490256808.96543	5021405959.9793	6646901827.83838	7659568250.05375
Compound285	; ; Timonacic	C5 H8 F N S; ; C4 H7 N O2 S			133.0361	4.096	222769734.279209	198331977.625567	655337350.02956	96821426.4686017	25624489.0928595	96219816.6573842	29063897.0783412	121501711.926347	294246794.191062	103316662.916953	34121906.0109921	12494399.2429184	39327892.0250863	34148199.680379	34939528.8517792	394417328.120605	54918070.5064328	85246261.3694543	396351963.665833	270206528.666694	272868480.275609
Compound286		C5 H8 F N S			133.03617	3.586	223848651.6296	186985129.244406	322580756.3948	142509212.815313	46234274.7093414	83136611.2836867	46819970.1042844	181130901.16749	85158283.0633215	48615273.5019524	77052816.0205691	46312605.1709012	72788714.553257	51179357.1244092	57941059.1383422	64925827.7484338	616133.228963201	445476.760990111	133424591.527391	111503292.742729	95006382.9148099
Compound287					133.09004	15.923	24775757.9517556	32742221.6879111	44725201.4680273	15035065.9756425	6525636.01853913	15285001.1119493	16050577.0668905	45069890.0802886	65894717.1681727	20908874.3134699	54379198.6516287	28491033.6388089	84707812.2301748	24372024.2084519	39439585.1803968	29456322.6031284	32069387.7586927	34502267.9338247	48038778.9279035	16803404.9549017	50659377.1128986
Compound288	UB6600000	C6 H15 N O2			133.11028	4.22	69628000.3310162	146259292.307366	125857230.87609	77335569.7881236	58329594.7675838	122085243.096702	43930328.9655413	44493354.6240113	111314802.447395	39045267.442037	33648573.1188517	21081417.4502962	37067243.6238682	61055905.1400501	46164766.5783166	135158888.176356	35044752.7598299	41418083.887096	166093527.036416	99597630.303532	111340555.367533
Compound289					133.95246	3.468	60293441.2162971	57091858.7604697	82849164.4951162	74498506.588601	15880153.2483661	50688382.0206521	41793350.3521002	45727371.6152799	28193497.5250166	49801613.9797399	53118958.5103953	42550372.7427239	48029407.4969359	29236675.704848	31171962.7434084	40213253.8174604	145678.576776319	128121.157689253	54679202.8592577	49083097.8848666	50054800.9284492
