OTU	Genus	Colon_A1	Colon_A2	Colon_A3	Colon_A4	Colon_A5	Colon_A6	Colon_B1	Colon_B2	Colon_B3	Colon_B4	Colon_B5	Colon_B6	Colon_C1	Colon_C2	Colon_C3	Colon_C4	Colon_C5	Colon_C6	Colon_D1	Colon_D2	Colon_D3	Colon_D4	Colon_D5	Colon_D6	SI_A1	SI_A2	SI_A3	SI_A4	SI_A5	SI_A6	SI_B1	SI_B2	SI_B3	SI_B4	SI_B5	SI_B6	SI_C1	SI_C2	SI_C3	SI_C4	SI_C5	SI_C6	SI_D1	SI_D2	SI_D3	SI_D4	SI_D5	SI_D6
7911816f5e81f650f769aba0d5c708cb	 g__Chloroplast	0	0	0	0	0	1e-04	0	0	0	0	0	0	1e-04	0	1e-04	0	0	3e-04	0	0	0	0	0	0	0	0.0114	0	0.0026	0	0	0	0	2e-04	0	0.001	5e-04	0.0021	0.003	0.0012	0.0864	0	4e-04	0	0.0048	0	0	0	0
9d88acce7b2f13b58bf95d2f17ec8c2f	 g__Bacteroides	0.0018	0.0039	0.0029	0.0087	0.0018	0.0025	0.002	0.0021	0.003	0.0029	0.0015	0.0014	0.0031	0.0044	0.0018	0.0043	6e-04	0.0023	5e-04	0.0042	0.0072	0.0038	0.0028	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e679048d56210c687eb65a321567ff75	 g__Lachnospiraceae_NK4A136_group	0	0	0	0.0011	0	0.004	0	0	0	0	0	0.0071	0	0.0011	0	0	0	0	0	0.0629	2e-04	0.0055	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.0023	0	0	0.0031	0
36d9f553b6f26520e7a6f8671cdde1f5	 g__Clostridia_UCG-014	0.0092	0.0027	0.0029	0.0079	0.0013	0	0.0051	0	0.0032	0.004	0	0.0011	0.0057	0	0.0043	0.0068	0	0	0	7e-04	0.0036	0.0073	0.0054	0	3e-04	9e-04	0	0	0	0	0	0	0	0	0	8e-04	0	0	0	0	0	0	0	0.0015	0	0	0	0
1fdb09b154f347c35de3aad68774cb79	0	0.0012	0.0054	9e-04	0.0013	0.0015	0	0.0029	0.0055	0.0028	0.005	0.0054	0.0066	0.0039	0.0024	0	0	0.0012	0.0072	0	0.0062	0.0028	0.002	8e-04	0.0036	0	0	0	0	5e-04	0	0	4e-04	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0.0021	0
cfdf39cd6545fb6a7ddb747c3393c225	 g__Lachnospiraceae_NK4A136_group	0	0.0044	0	0	0	0	0	0	0	0.0428	0.0087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0
0438a5ba138f16c681d2a5ebd323d643	 g__uncultured	3e-04	0.0135	0.0037	0.0012	8e-04	0	0	0	0.0082	0.0032	0.005	0.002	0	0	0	0.0094	0	0.0072	0	6e-04	0.0099	3e-04	0.001	0.0019	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0
01a2d99629204c9a28d82e0a091fc01a	 g__Clostridia_UCG-014	0.0021	0	0.0019	0	0	0	0	0	0	0.0023	2e-04	0	0.0025	0.0022	0	0.0011	0	0.0063	0	0.0017	0.0096	0	0.0062	0.0372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1b8dec58597978264025b9eba656ffb5	 g__Bacteroides	0.0026	0.0047	0	0.004	0	0.0047	0.0012	0.0038	0.0018	0.0023	0.005	0.0025	0.0039	0.0057	0.0049	0.0044	0	0.0021	0.001	0.0042	0.0044	0.0013	0.0034	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0
ed48afc0cdaf8c5d9801a19cdf95e0b9	 g__RF39	0.0119	0.0071	9e-04	0.0057	0	0	0	0	7e-04	0.0055	0.0011	6e-04	0.0034	0.0012	0.0107	0.0011	0.0014	0.0012	4e-04	0.0018	0	0.0022	9e-04	0.0021	7e-04	8e-04	0	0	0	0	0	0	0	0	9e-04	0	0	0	0	0	0	0	0	5e-04	0	0	0	0
e5d55481f7455ae8a4620451dc7ac39a	 g__Ruminococcus	0.0019	0	0.0031	0	0.0033	2e-04	0.0058	0	0.0033	0	0.0028	3e-04	0.0116	0.004	0.0103	0.0011	6e-04	0.0023	0	0.0039	0.0103	0.0094	0	3e-04	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f7130018b0d997d16d99a761ec46236	 g__Muribaculaceae	0	0	0.0034	0.0055	0	0.0045	0	0	0.003	0	0	0.0022	0	0.0065	0	0.0073	0.0038	0	0.0071	0.0074	0	0.0033	0.0072	0	0	0	0	0.0047	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0.0039	0	0	0	0	0	0
208a08b90e13b04d2ef2f584535a2d39	 g__Mucispirillum	0.0148	9e-04	0	0.0028	0	6e-04	0.0019	0.001	3e-04	0.0032	0.0041	0.0035	4e-04	0.0038	2e-04	8e-04	4e-04	8e-04	0	0.0063	3e-04	0.001	2e-04	0.0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	0	0	0	0	8e-04	0.0131
9f3ae9f6096976f00cd7c13a4717ff1c	0	0.0042	0.0035	0	0.0027	0.001	9e-04	0.0017	0.0067	9e-04	0.0019	0.0019	0.007	0.002	0.0027	0.0011	7e-04	0	0.0035	0	0.0036	6e-04	5e-04	0.003	0.0021	0	0	0	5e-04	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0.0095
2c4f47324f26824751c94a63a05c0d94	0	0	0.005	0	0.0017	7e-04	0.0011	0.0018	0.0037	0.0024	0.0062	0.0017	0.005	0.004	0	0	0.0037	0.0013	0	0	0.0095	0.0013	0.0035	0.0016	0.0055	0	8e-04	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0.0013	0	0	0	0.0019	0	0.0025	0.0021	0.0023
ee766857ab5fc018ac26632146bc90e1	 g__Colidextribacter	0.003	0.0043	0.0013	0.0059	7e-04	0.0047	0.0019	0.0025	0.002	0.0044	0.0013	0.0037	0.0026	0.0023	0.0018	0.0033	0.0019	0.0025	0	0.0039	7e-04	0.0031	0.0014	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f7428585b7cf8d65f206036a5852adab	 g__Lachnospiraceae_NK4A136_group	0.002	0.0026	0	0	0	9e-04	0	0	0	0	0	0.0025	0	0	0.02	0.0011	0.002	0	0	0.0085	0.0086	0.0028	0	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0.0161	0
747afedfeb4b7c0cba3c0cb606c6afc6	 g__Enterorhabdus	8e-04	4e-04	7e-04	0.0014	0	0.001	0.0023	0.0017	0.0017	0.0017	2e-04	9e-04	8e-04	6e-04	0	9e-04	0.0015	0.0017	6e-04	7e-04	0	1e-04	0.001	3e-04	0.0011	0.0017	9e-04	0.0049	0.0017	0.001	0.0014	0.0058	0	0.0069	0	0.0042	0	0	0	0	0.002	0.0057	0	0.002	0	0	3e-04	0
ef3a40c4f26b5019887d73ceaaab84f2	 g__Lachnospiraceae_NK4A136_group	0	0.0017	0	0	0	0	0	0.015	0	0.0048	0	0	0	0.0098	0	0	0.0141	0.0147	0.0031	0	0	0	0	0	0	0	0	8e-04	0	0	0	0	0	0	0.0029	0	0	0	0	0	0	0	0	0.0016	0	0.0019	0	0
60f93fed83d17d00026301844c347826	 g__[Eubacterium]_coprostanoligenes_group	0.0092	4e-04	0.0015	0.0012	0.0012	0.0033	9e-04	0.0014	4e-04	0.0031	6e-04	0.0014	0.0022	0	0.0036	0.0049	2e-04	0.0019	0	0.0184	0.0016	0.005	0	0	6e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d80a7337f5b24c90a8cc2dd4d9896e61	 g__Marvinbryantia	7e-04	0.0043	9e-04	0	0	0.0015	0.0053	0.0019	0.0045	0	0	0	0.0067	0.0036	0.0021	0.0056	0.0034	0	0	0	0.0086	0	0.0054	0	0	0.004	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0.0013	0.0032	0	0.0017	0	0	0	0
69a11f927915e2a3ba1f7b9c84486527	 g__Parasutterella	0	0	0.0052	0.001	0.0019	0.0027	0.0019	0.0087	0.0033	0	6e-04	8e-04	6e-04	0.0116	0	6e-04	6e-04	6e-04	0.0029	0	0	0	0.0053	0	0	7e-04	0.0037	1e-04	0	4e-04	4e-04	0.0017	0	0.0021	0	2e-04	0	0.0036	0	0	5e-04	8e-04	1e-04	0.0045	0	0	0	0
90341c9ce791289cc32e350b44807ffb	 g__Enterorhabdus	0.0028	8e-04	0.001	0.0013	0.0016	9e-04	0.0036	0.0021	0.0012	0	0.0018	6e-04	0.0018	0.001	0	0.0024	0	0.0011	6e-04	0	0.0012	0	0.0016	0	0.0037	0.0045	7e-04	0.0047	0.0011	0.001	0.0017	0.0037	0	0.0032	0	0.0026	0	0	0	0	8e-04	0.0044	0	0	0	0	0	0
19461fa04167e165a5d4a27e14c8226d	 g__Roseburia	0.015	0.0044	3e-04	0	0	0	0	0	0	0.0012	0	0	0	0	0.0087	0.0152	0	0	0	0	0	0	0	0	0.001	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0
9c6688b479e664fa9d070647653e49ed	 g__Lachnospiraceae_NK4A136_group	0.0092	0	0.0039	0.0051	0	0	0	0	0	0	0.0022	0.0058	8e-04	0	0.0069	0	0	0	0	0	0.0046	0	0.0069	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122	0
e5f421f77127c381ff85107a2d059a54	 g__uncultured	0.0032	0.0059	0	0.0069	0	0	0	0	0	0.0078	0	0.0017	0.0038	0.001	0	0.003	0.0012	0.0029	0.001	0.0059	7e-04	0.0035	5e-04	0.0026	6e-04	0.0015	0	1e-04	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	3e-04	0	0	0	0.0021	0
dd3f1d27af1be908d3c3fd143339aa9c	 g__Lachnospiraceae_NK4A136_group	0.0041	0.0094	0	0	0	0.0035	0.0043	0	0.0053	0.0055	0.0012	0.0031	0	0	0.0038	0	0	0	0	8e-04	0	0.0015	0.0018	0.0013	4e-04	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031	0
c62891b6878257f53d1cac38aeb54fe8	0	0.0023	0.003	0	0.0064	0.0017	0.0065	0	0.0029	5e-04	0.0045	0	0.0027	0.0033	0.0062	2e-04	8e-04	0	0	0	0	8e-04	0	0	0.0017	0.0017	0	0	0.0011	0	0.0014	0	1e-04	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0.0021	0
df96afb7cca565917c31eb00ee710773	 g__RF39	0.004	0.0011	5e-04	0.0037	0.0022	0.0016	0	0	0	0.0023	0	0	0.0034	0.0013	0.0019	0.002	6e-04	0	0.0046	0.0038	9e-04	0.006	0.0014	0.0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e578c77e8b6e9a64a2a3c6ef754a355d	0	0	0	0.0062	0.0078	0	0	0	0	0	0.0086	0	0	0.0086	0	0	0	0	0	0	0.0065	0.0051	0.0021	0	0.0033	0	0	5e-04	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0.0077	0
5fe7368c69e66529f0fe71354cc10fc7	 g__Lachnoclostridium	5e-04	0.0012	0	0	0	0.0011	0	0	0.0062	2e-04	0	0	0	0	0	0	7e-04	0.002	0.001	8e-04	5e-04	0.0012	4e-04	7e-04	0	0.0028	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0.0043	0.0014	0	0	0	0	0.034
b0393e75df8338f8224463cb1b34efbd	 g__uncultured	0.0072	0	0	2e-04	0.0027	0.0011	0	0.0063	5e-04	0.0014	0.0037	0	6e-04	8e-04	0.008	0.0022	0.0035	0	0	8e-04	0.0026	0.0023	0.0013	7e-04	4e-04	0	0	0	0	0	0	9e-04	0	0	0	0	0	0	0	0	0	0.0021	0	6e-04	0	0	0	0
d900eb33f6b4bc449aab64df16ae18b2	 g__Bacteroides	0	0.003	0	0.0023	0	0.0021	8e-04	0.0023	0	1e-04	0.0041	7e-04	0.0032	0.0055	0	0.002	0	2e-04	0.0029	0.0031	0.0028	0.0041	0.0022	0.0122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22907d450b79c927e4ffe34a2d09d2aa	 g__Lachnoclostridium	0.0014	0.0024	0.0014	0.0013	0.0014	0	0	0	0	0	0.0031	0.0019	0.0017	0.006	0.0015	0	0	0	0.002	0.0029	0	0.0027	0.0011	0.0011	0	0.0026	0	0.0034	0.0036	0	0	0.001	0	0	0	0.0016	0	0	0	0	0	0.0064	0	0.0028	0	0	0	0
8da18b476b64f6f053647455b6890f80	 g__Oscillibacter	0.0023	0.0019	0.0018	0.0016	0	6e-04	0.0032	0.0017	0.0022	0.0064	9e-04	0.0035	0.0023	0.0013	0.0024	0.0028	0.001	0.0037	4e-04	0.0038	0.0019	0.0012	0.0019	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	5e-04	0	0	0	0.0021	0
f4801b7a68515d9005fa572ee6afdf41	 g__Ralstonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0.0019	0	0.0201	0	0.0389
ff30b3d451a318cb5fcf4a87f83927ad	 g__uncultured	0	0	0	0.0021	0	0.0146	4e-04	0	0	0	0	0	0	0.0019	0	0	0	0.0058	6e-04	0.0208	0	5e-04	0.0022	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0
d93a3ef54cd04d16c30a94e15287caf4	 g__Lachnospiraceae_UCG-001	0	8e-04	0	0.0055	0	0.0059	0	0.0064	0.0052	0	0.0018	0	0	0.0101	0	0	0.0045	0	0.0023	0.0029	0	0	0.0052	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0
6376ea6dab7d0fde3cd66f53b57e1484	 g__Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0.0015	0	0.0011	0	0	0	4e-04	0	0.0148	0	0.0445
223141ee97781bbede60bb494d599448	 g__[Eubacterium]_xylanophilum_group	0	0.0029	0	0	0	0.004	0.0059	0	0.001	0	0.0039	0	0.0067	0	0.0044	0.0058	0.004	0.0016	0	0.0047	6e-04	0.0014	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0.0015	0	0	0	0	0	0
3562d3a0374b9f2ed190c1a7aa7dedb7	 g__Lachnospiraceae_UCG-006	0.0122	0.0011	0	0.0017	0	6e-04	0.0026	0.0022	0	0.0013	0.0012	7e-04	0.001	0.0016	0.0011	9e-04	0.0013	0.0025	0	9e-04	0.0012	0.001	5e-04	6e-04	2e-04	0.0013	0	0.0015	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.0013	0	0	0	0	0.0017	0
6a80c4d47b44c692aeab74181c5fe012	 g__Lachnospiraceae_UCG-001	0.0119	0.0142	0	0.0051	0	0	0	0	8e-04	6e-04	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0.0011	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdb79eecfa38ac58e99bfdef45fabfce	 g__Lachnospiraceae_NK4A136_group	0	0	0.0025	0.0021	0	4e-04	0.0098	0	0	0.0044	0.0022	0	0.0044	0	0.0055	0.0018	0	0	0.0019	0	0.0074	6e-04	0.0033	5e-04	0.0012	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0
6aa0eb33a52579e951a7eb630f316369	 g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0	0	0	0	0	0	0.0241	0	0	0	0.0028	0	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0	0	0	0	0	0.01
41784ea7f7538eab9e50e7a96fa9355c	 g__Lachnospiraceae_NK4A136_group	0.0041	0	1e-04	0	0.001	0	0	0	0.0014	0.0017	0.0041	0.0041	0.0046	0	0	0	9e-04	7e-04	0	0.0038	7e-04	0	0.005	0	0.001	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.0124	0	0
2c064ac1dddc6cb98a5ca584a68647f8	0	0.0025	9e-04	0	2e-04	4e-04	5e-04	0.0055	9e-04	0.0017	0.0062	0.0041	0.0017	6e-04	0	3e-04	9e-04	0	0.0013	0	0.0029	0	0.0026	0	0.0011	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0.0043	0
00cd2f68603124759047487807589f27	0	0.0025	0.0018	9e-04	0.0022	0.0013	7e-04	0.0042	0.002	0.0011	0.0016	0.0027	0.0037	0.0026	0	0	8e-04	0	0.0014	0	0.0034	0.0021	0.0016	7e-04	0.0035	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0.0037	0
096f911c3b198f8abf1001f06307306b	 g__A2	0	0	0	0	0.0025	0.0027	0	0.0045	0.0051	0.0023	0	0.0097	0	0.0039	0	0	0	0.0028	0	0	0.0012	0.0019	0	8e-04	0	0	0	0	0	4e-04	0	0	0	0	0	7e-04	0	0	0	0	0	0.0016	0	0	0	0	0.0056	0
a40989ab021cea8e78077a6ad97eb5ff	 g__RF39	0.0029	0	0	5e-04	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0393	0	0
b1652dc664d4e8ce2d123d26687d1204	 g__[Eubacterium]_xylanophilum_group	0.0023	0.0025	0.0063	0.0082	0.0014	0	0	0.0012	0	0.0018	0	0.0112	0	0.0032	0	0	0	0	0.0012	0	0.002	0	0	0	0	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	9e-04	0	0	0	0	0	0	0.0016	0
84e572f913265549a89a30c9124edd53	0	0	0	4e-04	0.0014	0.0029	0	0	0.0041	0.0043	0.0021	0.0024	1e-04	2e-04	0	0	4e-04	0	0.0019	0	0.0019	1e-04	0.014	0	0.0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0.0012	0
e8d9cf1269b3bc64d0ea83e604600031	 g__Colidextribacter	0.0042	0	0	0	0	0	0	0	0	0.0016	0.0032	0.004	0.0038	0	0	0.0019	0.0022	0	0.0014	0.007	0	0.0079	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e064a94474c099cd422c1ef160ab28c	 g__Lachnospiraceae_NK4A136_group	0.0034	0	0.002	0	0	6e-04	0.0018	0.0047	0	0.0022	0.0022	0.0053	0.0026	0.0033	0	0	0.0046	0	0	0.002	0	0.002	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0
13506518b825bfbd65794347af5958c6	 g__Roseburia	0	0.001	3e-04	6e-04	0	0	0.0081	0.0036	0	0.0014	0.0055	0.0026	5e-04	0.0017	9e-04	0	0.0016	0.0019	0	0.0043	6e-04	0.0014	3e-04	8e-04	0	0	0	0	0	0	3e-04	0	0	0	0.0066	0	0	0.0011	0	0	0	0	0	0	0	0	0.0024	0
e2bc41d7bb14564d77567a24bb117ee7	0	0.0039	0	0	0.0032	0	0.0058	0	0	0	0.0054	0	0	0.0062	0	0	0	0	0.0099	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056	0
889c531f35d38cad8f7e79b648a99388	 g__Enterorhabdus	0.0033	1e-04	3e-04	0.0032	0	4e-04	0.0014	0	2e-04	0	0	0.0012	2e-04	0	9e-04	7e-04	5e-04	0.0012	0	0	5e-04	2e-04	5e-04	0	0.0035	0.0015	0	0.0088	8e-04	5e-04	5e-04	0	0	1e-04	0	0.004	0	0	0	4e-04	0.0011	0.0031	0	5e-04	0	0	7e-04	0
a6b8bcc8499b4128678a3a671a0bd004	 g__Clostridia_UCG-014	0	0.0032	0	0.0053	0	0.0033	0	3e-04	0	0.0022	0	0	0	0.0012	0	0	0	0	0	0.0045	0.0029	0.0185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0
6aaac37f56d07ffcea4fe9ef1cd00d2f	 g__Blautia	9e-04	0.0025	0	0	0	0	0	0.0023	0	3e-04	0.0058	0	0	5e-04	7e-04	0	0	0	0	0	0	0.0114	0.0057	0.0041	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	6e-04	0	0	0
185fd5fa18cb1cc8b0fa2bacf60af299	0	0.0056	0	0.0011	7e-04	5e-04	0	5e-04	0.001	5e-04	0.0027	0.0034	0.0036	0.0013	0	0.0025	0.0011	8e-04	0.0048	0	0.0011	0	0.0011	0.0028	0.0022	8e-04	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0.001	0	0	0	0	0	0	0.0017	0
5c797b50de407f94621869a1c4108dbb	 g__Muribaculaceae	0	0	0	0	0	0.0033	0	0.006	0.0014	0	0	0	0	0	0	0.004	0	0	0	0.0026	0	0	0.0019	0	0	0.0023	0	0.0031	0	0	0	0.0052	0	0	0	0.0049	0	0	0	0	0	0.0029	0	0	0	0	0	0
b539fc5b8526efb37342c72b3766b72f	 g__[Eubacterium]_fissicatena_group	0	2e-04	0	0	0	0.0098	0	0	0	0	0	0	0	0.0089	0.0082	0	0.006	0	0.0027	5e-04	0	0.0054	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b155d97b79acc3086ce118451afa0124	0	0	0.0086	0	0.0016	0.0012	0	0.0022	0.0016	0	0.0022	0.0032	9e-04	0	0	0.0064	0.001	0	0	0	0.0026	2e-04	0	0.0013	0.003	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ecb3759e804e8c86d9fb0de817207fe9	 g__uncultured	0.0023	0.0019	0.0024	7e-04	0	0.001	0.0021	0	0.0012	0.0017	0.001	0.0012	0.0016	0	0.0023	0	0.001	0.0036	0	0.0014	6e-04	0.0048	0.0014	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c803726dac1aad6846d209e915cea275	 g__Oscillibacter	0.0012	0	0	0	0	6e-04	0	0	7e-04	0	0.0013	8e-04	0	0	9e-04	3e-04	0	0.0026	0	0	8e-04	4e-04	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031
49542b70535b5b25483a9220abd05093	 g__uncultured	0.0114	8e-04	0	4e-04	0	0	0.001	0	3e-04	0.0011	0.0013	8e-04	0	0	0	7e-04	0.001	5e-04	0	8e-04	9e-04	0	0	0	5e-04	7e-04	0	5e-04	4e-04	6e-04	0	0	0	0	0	0	0	0	0	0	0.0022	0.0035	3e-04	0	0	0	0.0033	0
484f362cffbe754445394334e80b1a97	 g__UCG-010	0.0012	9e-04	7e-04	8e-04	3e-04	6e-04	0.002	0	7e-04	8e-04	0.0021	4e-04	0.004	0.0018	0.0021	0.0048	0	0.0056	6e-04	0.002	0.0028	0.0012	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70792b6ac0d2c723cec8c12dc6576345	 g__Clostridia_UCG-014	0	0	0	0	0	0.0064	0.0041	0	0.0053	0	0	0	0	0.0073	0.0089	0	0	0	0	0	0	0	0.0043	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0
c803c3a5b60435ec3e635a78f86f24be	 g__Muribaculaceae	0	3e-04	0	7e-04	0	0	0.001	0.0037	0.0011	0.0012	0	8e-04	0	0	0	0.0013	0	6e-04	0.0012	0.001	6e-04	0	9e-04	0.001	5e-04	0.0015	0	0.0013	0	0.0011	0.0015	0.0033	0	0	0	0.003	0	0	0	0	0	0.0029	0	8e-04	0	0	0	0
df1e3080300aed496c300246714bd838	 g__Lachnospiraceae_UCG-001	0	0	0	0	0	0.004	0	0.0051	0.0043	0	0.0016	0	0	0.0065	0	0	0.0031	0	0.0028	0	0	0	0.0024	0	0	0	0	0	0	0.0018	0	0.0022	0	0	0	0	0	0.0027	0	0	7e-04	0	0.0017	0	1e-04	0	0	0
c5aad5ebe154556c8422b669638c0745	 g__uncultured	0.0013	9e-04	0	0.0028	0.0018	0	0	0	0.0011	0	3e-04	0.0016	0.0012	0	0.0052	0	0	0	4e-04	0.0078	0.0038	0.0014	0.0026	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d92069ec35d8cb0e5c570d0fedcfa47e	 g__Dorea	0	0.0027	0	0.0027	0	0.0085	0	0	0	0.001	0	0.0036	0	0	0	0	0.0023	0	0	0	0	0	0.0023	0	0	0.0023	0	0.0021	0	4e-04	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0
950524da5744abc0ef286d09c7f75bc3	 g__Clostridia_UCG-014	6e-04	0.0063	0.0016	0.0055	0	0	0	0	0.0014	6e-04	0.0021	0	0.0025	0	0	0	0	0	0	0.0014	0.0011	0.0035	0	0.0014	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5eaeab6fa2a8efe96eac7a0712c65080	 g__Blautia	9e-04	0.0012	9e-04	0	0	0	0.0052	0.0023	3e-04	0.0019	0.0014	0.0027	0.0015	0.0028	0	0.0011	0.001	0.0021	4e-04	0.0012	6e-04	0	0.0013	0.0025	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0.0013	0
4e0a65b0a2fab7bf0f307d360b679d87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285	0	0
48120f2d28136884787660eb4953652a	 g__Intestinimonas	0.0035	0.0019	4e-04	0.002	0	0.0017	9e-04	5e-04	0.0012	0.0013	6e-04	0.0014	0	0	0.001	0	0	0.0021	3e-04	0.0018	3e-04	7e-04	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054
e07164dc4c344fb8e6717042190ef640	 g__Lachnospiraceae_NK4A136_group	0	0.0022	0	0	0	0	0.0012	0	0	0.0014	0	0	0	0.0012	0	0	0.0088	4e-04	0	4e-04	0	0.0107	0	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0.0029	0	0	0	0	0	0	0
