Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	Area: A1-GenX-colon.raw (F1)	Area: A3-GenX-colon.raw (F3)	Area: A5-GenX-colon.raw (F5)	Area: B2-PFos-colon.raw (F8)	Area: B4-PFos-colon.raw (F10)	Area: B6-PFos-colon.raw (F12)	Area: D1-GenX-colon.raw (F17)	Area: D3-GenX-colon.raw (F19)	Area: D5-GenX-colon.raw (F21)	Area: B1-GenX-colon.raw (F7)	Area: B3-GenX-colon.raw (F9)	Area: B5-GenX-colon.raw (F11)	Area: D8-PFos-colon.raw (F18)	Area: D10-PFos-colon.raw (F20)	Area: D12-PFos-colon.raw (F22)	Area: A8-PFos-colon.raw (F2)	Area: A10-PFos-colon.raw (F4)	Area: A12-PFos-colon.raw (F6)	Area: C2-PFos-colon.raw (F14)	Area: C4-PFos-colon.raw (F15)	Area: C6-PFos-colon.raw (F16)
Compound1483	p-Octylacetophenone	C16 H24 O	NA		232.18239	22.576	79783.3731857633	746854.009013674	432322.967759765	1768548.61086212	2233568.37670355	927942.197069601	115353.062290676	299954.541130924	511933.341986126	337890.277228539	906744.567469624	657725.754692487	932492.432970957	1120099.65300023	1729854.26804132	1186757.06946322	2258955.65886371	804861.786067641	247266.662217639	1523814.05649055	561726.134164221
Compound1484		C4 H8 Cl N9 O	NA		233.05388	3.709	167941.696618096	312170.845428601	130322.203081902	16813.4113907333	213736.358481647	341928.933047385	58667.6278075551	264034.833232873	58876.3543653407	177701.987673385	110461.441197299	161501.192037229	63618.2874055532	56713.8377813102	416787.193216964	8037.28429688666	24689.1308602133	19850.3205229046	17256.2913523589	318246.73676291	117016.701836755
Compound1485	Ethyl dibutyldithiocarbamate	C11 H23 N S2	NA		233.1262	4.398	353862.696186706	227314.294467567	362659.428298074	8735.81236613301	860976.401478587	710204.989086133	158897.647806127	524749.883976442	170859.474861214	490373.641227112	478383.760911094	116789.130783171	443487.082311709	637175.774395464	230824.27814904	25826.9385080009	543442.993290294	1313411.09545663	12863.6550257049	847600.441861953	575353.859784024
Compound1486	Tris(trimethylsilyl)amine	C9 H27 N Si3	NA		233.14556	11.242	463152.838402506	693234.746038974	586510.564051984	184321.177805302	1284338.12279994	1304961.66051954	223367.043847658	1119983.66676285	280336.973114963	535261.726647463	712658.032767601	139475.351997362	47613.6931495698	1203771.41812506	434859.52994595	141076.195868831	43868.2969272971	338151.86768933	909536.334793573	1066514.69721548	818792.9657844
Compound1487		C4 H2 Cl F2 O5 P	NA		233.92933	3.294	12163.9692204498	4821.40570044293	21022.0422889199	125734.4999011	61458.9368106733	118708.025457735	5115.43125071427	4517.21276955518	5165.91640128131	12431.2434973737	30898.8279008609	5324.72829184535	8580.3251526157	9801.27984785064	16410.5934885098	53210.5360956947	8857.59454696477	100743.112105204	76604.7633259623	24577.6357994504	29761.351006258
Compound1488		C3 H2 F N6 P3	NA		233.95378	3.377	171259.020283749	69783.1617210656	398336.455676573	118620.566680831	539026.69344437	264902.155336276	229522.549458919	34046.8669340009	230814.777507242	270021.574375427	574073.160842026	284840.075273968	396893.97133627	532229.00891147	3543.0125506373	389523.238096619	657245.237497673	450016.529055447	160691.998222599	3578.32406915858	206507.8081877
Compound1489		C7 H3 N6 O2 P	NA		234.00513	3.845	183895.302880601	162629.566264144	748741.95205068	2563.15250119329	747537.902295522	564131.847795713	384292.197440374	163268.798107342	414784.485679644	312594.530481051	1584331.91739273	412846.532504796	594610.18233835	1352188.18685129	59884.1648942482	6049.49074552355	1504487.74235402	1092559.22038508	23894.6627514311	36665.0264184754	611056.15242603
Compound1490		C8 H9 F3 N4 O	NA		234.07363	5.046	26897.8221365956	28186.449043289	28050.8805649226	9667.36148240048	425624.154905718	414759.482683701	13128.2911581597	36313.3004651909	14556.2769856444	49763.0067916188	83772.4788755162	23763.8010121768	31675.9604242855	32307.2423436776	17291.4989052548	15371.6870248034	30041.5820615894	52180.2854170837	11478.1585478929	525321.026966969	160064.226691633
Compound1491	(1-Methoxy-1H-tetrazol-5-yl)methyl benzoate	C10 H10 N4 O3	NA		234.07375	4.312	1866277.58039843	343508.752591808	465180.659731367	43481.2643196411	1242494.40443036	1209948.85233982	139456.431300802	611445.455758266	185688.077915174	779586.576410467	670569.898970531	308949.159752023	298473.246866511	828576.077832205	278613.401213204	84893.6626862585	387797.07717241	1065308.14291348	49370.469089941	943540.343795088	631620.946998752
Compound1492	Methyl 1-(2-hydroxyethyl)-2-methyl-1H-benzimidazole-5-carboxylate	C12 H14 N2 O3	NA		234.10017	13.879	1783628.86612298	1835772.61105064	1909172.00397172	145009.565595231	1301968.8251779	1118698.63255034	1088740.56021604	1185597.53504986	1088303.32590055	1766293.6028342	2014349.21339754	871781.724372878	488743.554588477	2461377.07945317	328393.903731862	230193.04839664	454502.306277415	794183.539973315	386732.775502256	1476795.8593105	1340388.88211288
Compound1493		C5 H14 N8 O S	NA		234.10024	14.137	28796.0342228023	54565.8408368435	64163.5697361967	223588.396604477	1387644.6059488	50778.1437195443	61229.8980713308	79178.0457656661	37340.5343588347	99193.2231043439	293557.951066712	19720.570831345	430260.01720957	50722.7894272451	80064.1406389886	1038791.02397906	1207130.04031313	1273111.54647847	171760.793761812	198653.769216822	1116138.6098067
Compound1494	Ageratriol	C15 H24 O3	NA	Other	234.16174	13.117	1647158.66318273	1001043.64114238	1349424.30305005	139272.624610858	1067147.28090913	934849.369925739	70836.4982412121	1976152.54490301	1047317.24877527	931264.674239256	3175540.88238925	698262.599527359	281214.405154584	983882.561071767	122229.648656813	2104199.04369213	1273948.40417094	1944836.15342754	128830.948611425	1510393.31196415	586860.346523159
Compound1495			NA		234.65439	18.66	2071173.21308765	1395207.64188859	522735.306255263	761546.396183389	855501.344619505	91501.3483029795	838019.760954235	1160764.23000344	163300.518382466	509565.637270318	1838015.89399152	207230.511014483	1247683.81455736	1061275.21498476	2623545.73843082	4884798.01806643	2131304.0200645	216659.507769489	240301.283091531	978775.846871392	156219.926188044
Compound1496		C4 H9 Cl F N O3 P2	NA		234.97262	4.166	37521.8639013515	30725.9025324774	33056.9045203196	736872.374290809	67168.9921503423	39238.9143545438	17226.7199415215	34801.3830779286	18508.0904046445	25809.9755959244	44018.1498640398	16305.7484007035	36980.0665820684	40628.1707904481	41590.7641268908	110849.529587316	29942.7410933929	28751.7713385616	842594.051557164	37233.1452638883	37569.8727696038
Compound1497		C6 H13 N5 O5	NA		235.09091	3.819	22515.7808223156	19604.5580951758	25971.4215136669	145840.331927898	26261.0827912785	29129.607810839	10971.7618696578	28377.5776457184	13793.5294019791	20492.0229963085	34513.2659851672	10997.3751628356	18702.4335232955	35424.889101736	35077.3169190562	530890.471101115	22368.09863579	18084.4637734702	173489.347622912	26307.441711369	33613.1048072904
Compound1498	9-[(methylthio)nonyl]thiohydroximate	C10 H21 N O S2	NA		235.10538	5.637	83972.0258237379	85191.1003877186	101002.460152854	11512.5537925337	208442.905245155	120016.962257322	246276.625200665	645775.004351539	329199.041192246	231059.060640055	303638.996740485	126155.693481083	68792.9276229993	96668.8355968929	174374.080353435	16650.9447867064	39326.4035875417	78261.5061209259	14645.3988501229	122390.045364522	59090.7786721776
Compound1499	9-[(methylthio)nonyl]thiohydroximate	C10 H21 N O S2	NA		235.10552	5.386	94272.0681432823	162457.645502236	144264.640418162	16870.4389269968	33237.1618117535	169315.066390715	42565.8588869564	108881.345686923	47359.89722636	170512.618838142	230679.053556865	70902.5641813172	205921.824895175	145717.427398219	659700.502819978	21133.9371223691	41484.1725214275	117345.657405365	19312.3672600782	151314.005706386	50098.6879549354
Compound1500	3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide; 9-[(methylthio)nonyl]thiohydroximate	C9 H17 N O6; C10 H21 N O S2	NA		235.10675	4.468	1380813.625835	2565543.33486902	2074701.6629744	20988.2553793576	3650953.08593132	2010887.09494744	3609190.04154014	8718871.83920735	4946646.05880021	1917954.41977449	2092416.38443133	1386168.71065036	2162618.05190154	1808564.97530006	5459499.85978746	51416.1722988374	766770.953969283	1725563.09300831	25145.7339895121	1701191.83594247	1979078.9134724
Compound1501	4-(3-Methoxyphenyl)-1-piperazinecarboxamide	C12 H17 N3 O2	NA		235.13174	15.641	23017.9582685394	39546.7148290225	32093.1543271029	5858975.89390612	69243.9476270467	33621.827460156	17788.0975719909	36774.0659690985	25953.3699585204	26013.1597479581	38584.6313607377	18499.7316447194	59954.2096338225	46134.9914626871	78568.7072790762	12171253.1778718	88816.7900910886	39757.7411727923	2493861.43533369	107958.785509441	28200.483677626
Compound1502	4-(3-Methoxyphenyl)-1-piperazinecarboxamide	C12 H17 N3 O2	NA		235.13185	15.346	14767.7026619183	26743.0680035924	17010.0107655752	4724204.6765643	90670.9143910628	25089.0625205932	13499.1406422098	25946.8403422209	19005.3381164425	21023.5639165396	29765.2057718575	12244.9951301461	34437.3332104414	22035.957242931	50279.130930377	1256789.1715849	48340.0691781869	17913.9280249728	15480.2549693345	37484.1217549768	18033.053390866
Compound1503		C5 H18 N9 P	NA		235.14197	4.377	125218.02019373	61476.5532966861	179164.873406631	11994.4754420952	213269.948233923	397344.784678771	27085.3774434526	140485.716387384	34521.2830480903	122232.871743913	100525.158760672	40586.3216503512	71237.7744792257	120212.814606872	62952.3816418016	21249.376952384	82261.1601008883	193686.290392423	30146.6265895562	156397.860955086	147439.244677965
Compound1504			NA		235.84783	3.729	29508.5491639586	49892.703721678	67572.9453602682	12170.9379375306	20736.7034069893	15352.0394752023	349932.495324111	22547.031263922	1322679.329584	12648.1750345591	16042.4698408828	243633.248920446	538705.495370686	429558.795037427	25870.544684877	35751.2655688638	67473.3888086662	22485.80929554	14854.0376427411	12139.3899742291	14588.3219477384
Compound1505			NA		235.84784	3.39	1841.39689205716	117968.758066822	10841.0770445819	2629.56896491312	14927.7475692862	6689.85384820076	30888.637344421	12475.8350384161	61730.0684619309	8465.44809973319	86751.7894495439	17445.5420256192	70781.1107354916	5234.01453017478	5539.87394062646	5800.82700381838	5213.77859887304	161157.829739623	11134.0281437706	2713.07029108031	13450.6359490412
Compound1506		C6 H Cl2 P3	NA		235.86629	3.379	21912.2054563893	13474.102952396	6304.21940184572	301310.584917012	8848.06802113598	8259.95786074543	4211.15455208262	28664.2948968942	5240.91295669118	3388.95840233766	7365.22128103824	3175.94446844924	14901.0185133382	8449.98414955989	555497.17936504	127983.065482175	4712.93834340625	14238.4273264601	146620.023389221	68495.870836915	13156.4650820447
Compound1507		C H3 Cl N2 O4 P2 S	NA		235.89728	3.422	228734.111502812	74332.2051833948	112752.09907894	21563.2006615332	604239.24242415	580855.274635145	14380.1477257259	74838.5998417223	14969.565574975	226926.899197297	354225.864714031	19474.7938403609	29437.2978681668	141956.827815154	31252.5798062128	344709.541663187	231067.453299631	129253.361753118	75668.267829753	65183.2462426004	196130.238079549
Compound1508		C5 H3 Cl2 N4 O P	NA		235.9421	3.34	348744.840875601	346791.218583368	892756.936628113	603138.564014821	768028.940369458	529958.643034991	307430.832267119	762827.272429267	872171.64508669	485335.964903496	1263474.66262574	190514.863035052	1184268.78110869	550494.186549632	1635678.74213658	620611.74265213	508804.952331267	1148845.02779367	305279.846227903	1031502.05155494	329589.758127493
Compound1509		C3 H9 Br N8	NA		236.01374	3.38	144992.924173731	74918.208047185	528244.437372677	168486.650470332	381136.907868625	192317.409530632	161919.535765384	16610.5496987372	277241.813371937	264436.35855336	573636.726266217	211991.857353705	301371.778381723	452983.095041151	7779.42915554714	331570.513710966	456049.838050042	481178.54232345	198024.138009782	5562.09967875415	260369.863291133
Compound1510		C9 H11 F3 N2 O2	NA		236.07698	10.936	179348.376373221	327142.488196294	280562.662905614	51050.3708174961	453762.545984403	261761.315406499	345368.197143302	543871.02586454	287591.628358943	421126.629517527	497019.906760551	245423.408413904	58445.333067027	280663.372363394	44410.3980832116	56705.2872789379	48667.7484975448	239829.809771822	40433.4898171591	399632.738776883	335632.567083035
Compound1511		C9 H15 F2 N2 O P	NA		236.08937	4.326	165481.414808936	138402.932007345	228841.31377021	42405.8736087103	307708.059389433	359951.889650901	90574.1930094045	300408.703569151	69185.0396768318	268114.658398665	272588.092254421	153498.682257677	143505.993750372	412906.828163283	127694.115803848	82794.0490320057	310654.162019033	318648.88837335	51886.8422114222	161589.580898272	167796.221272669
Compound1512		C4 H12 F4 N6 O	NA		236.10073	3.931	228011.216371538	235567.287509748	201919.010286597	11929.8502582188	178419.168489403	191724.527968463	83860.3938286402	419739.375403115	13922.0162233045	375190.648220584	147315.650748909	37506.425336022	129436.14911096	114726.100271693	63907.4530880806	48337.7666652206	32164.26297165	144878.972572863	23824.9998894001	132703.183038476	37885.5874384148
Compound1513	N-(2,6-Dimethylphenyl)-N'-(2-hydroxyethyl)ethanediamide	C12 H16 N2 O3	NA	Other	236.11593	11.109	371058.718588317	624410.222247928	502560.307310972	12817.886403985	1865485.70067037	1787834.45905272	266610.483070103	776767.742501233	163437.29276954	537789.172106282	688570.77289929	165985.622289827	174321.888984425	635861.34459226	459099.241430234	178521.734548851	233487.64759769	913048.057141214	260934.750151603	1178657.68187377	975303.225186534
Compound1514	; beta-Ala-Phe	C6 H17 N6 O2 P; C12 H16 N2 O3	NA	Other	236.11593	11.851	903271.026721023	998202.565338385	815944.001297347	365305.262056684	3272655.2622638	2891872.67658957	614963.93570452	1429630.3749208	1217728.67532417	1304983.81245194	1477538.46525585	359530.232128718	125262.792483183	1549367.81694479	940637.962631118	346113.741789992	476903.128119494	1550116.84928717	2490331.11396925	2102603.71073042	1486333.8243265
Compound1515	Ethyl 3-(5-oxo-4,5,6,7-tetrahydro-1H-pyrrolo[2,3-c]pyridin-3-yl)propanoate	C12 H16 N2 O3	NA	Other	236.11617	5.207	158689.072538135	135567.288536127	193912.160661758	34191.0450666967	1323314.11995467	502959.690038633	77348.0075542559	197909.91280087	67259.4603236075	193829.867986041	108418.268965018	65272.4510870332	187718.365945437	94856.4191848713	101110.117739018	63314.2518632196	91266.2429676608	571675.974215545	56795.4271483179	1285890.31246717	304945.845658701
Compound1516	Levodropropizine; Procaine	C13 H20 N2 O2	NA		236.1523	5.496	675274.495677915	1654167.98333911	1471054.65745703	42973.2604336911	3403294.38844533	1661511.62861241	788135.967458847	1102604.81982727	669165.477612296	2108632.10907925	2617203.84751119	616321.384823275	1371583.66129346	1263978.90158014	635120.845651008	669922.907672966	614909.921293706	2444820.21883145	218622.311696528	3230927.75454035	1503125.66500943
Compound1517	Levodropropizine	C13 H20 N2 O2	NA		236.1523	11.091	198697.435654169	646214.688631621	438254.864792916	305856.848024213	1134885.44958532	613053.070056646	211500.923938659	471658.574124658	1337098.87171292	91340.7766891576	1164822.41407787	351336.928297315	532120.509339695	532593.445855206	141376.388310932	154735.941545985	168273.656525887	1077427.56186085	590984.665565	1275412.90920719	771008.227677131
Compound1518		C4 H2 F3 N7 O2	NA		237.02232	3.64	23004.6806515178	52761.253878863	22324.3545461136	41710.0133695034	402313.007082593	225219.959889263	17717.7477798386	41117.8971088899	23817.8183291978	44555.9763261586	44329.6657608196	33651.0362706132	28051.1655679007	21897.7209212706	283565.648094974	89584.0748967457	11412.740037528	43920.0808367112	46285.1290159827	367024.872956292	56382.7827368973
Compound1519		C3 H7 F4 N5 O S	NA		237.03026	4.048	19062.4256135727	33050.5222103201	40022.8927676227	10863.3926557523	81926.4246369638	48279.926221389	31734.5067715694	81299.0644217953	19488.740320287	93549.2029244795	168986.480361248	22077.185764775	112594.048225922	41372.6840787324	5328.7283884001	17070.5817998812	20998.5219565596	40270.0772444637	12330.5068971639	32897.6391938363	25765.9469131135
Compound1520		C6 H6 F3 N5 S	NA		237.03031	4.297	128194.137044922	62506.6031834946	248261.803185414	14438.3527267616	276510.461052155	213167.960941872	35166.8417216051	167991.232358978	47663.6134712003	168172.286758768	348217.177224411	74445.1840302621	132459.205566819	198343.828592822	100224.345530241	28189.71953346	157135.612043227	405758.693275623	16393.9171999711	117203.405042359	183482.272422044
Compound1521	Phenobarbital-d5	C12 H7 [2]H5 N2 O3	NA		237.11224	18.926	149933.719471585	277249.050492691	50550.6466355362	257620.057179052	523833.169194972	256233.389005811	345719.127325603	239181.764100832	211301.298157889	181444.972096781	93254.6006724742	109597.584571853	132804.063074933	160650.060267194	262041.049400892	1233713.39207894	1584270.38856779	155766.310284637	535886.277653588	100138.880661221	38438.8276113671
Compound1522		C12 H20 N3 P	NA	Other	237.13913	14.199	93121.1918477483	91601.4331350694	54524.4233947426	23935.6176723923	119161.464483431	27804.3524723533	101809.800464184	191519.976618842	12360.0315216359	205926.374549025	37917.5887797949	20937.4444925399	136807.085780218	55759.5185503181	167127.923510726	106791.601007771	205359.08942993	19373.7157468233	43965.6891869558	296822.877233467	96712.6369803506
Compound1523			NA		237.63188	4.494	56675.5538991484	47745.1362096466	42662.6914007342	4655.43153334988	314922.42614947	300194.711898696	34140.3607973247	58281.2562988281	57218.722651577	56270.6540611174	51393.461071619	24536.9163639623	80919.5471628641	124289.004683067	107140.158980837	9054.31985783898	93246.2783707892	452764.351241369	4574.31986823753	80260.5590680494	178352.55917899
Compound1524		C H2 Br Cl O3 P2	NA		237.8343	3.596	103533.304306424	223678.648805037	51797.9686745963	31449.2658361343	58306.0198505425	43356.1860615188	85032.332279632	321216.19025614	56277.3291249552	54878.1554459219	42376.4416519047	43323.5667430875	89764.0727937205	104639.578498836	723573.412395658	168761.298371354	7733.2347939009	39881.8335949872	90497.6015290239	191807.172736815	103662.649450501
Compound1525		C5 H10 Cl2 F2 N2 O2	NA		238.0093	3.734	604140.760864848	183838.938133866	692606.651072965	1865.59571394938	97960.8850393138	37512.0431338213	870718.079173518	121526.613527702	854512.748694028	309890.837045806	233627.789032206	660977.831014395	1216465.80792852	1522690.41888789	20046.0094270618	10716.2617594294	1616821.66745177	89640.9371425648	11612.9629078671	17614.8185289195	299401.846655351
Compound1526		C2 H7 F N10 O3	NA	Other	238.06863	4.272	223652.176889532	126239.336631964	142949.16012955	55371.8752714358	450263.769888798	474600.684411665	79938.5704984802	177086.257769006	48676.5596079752	189071.61182904	306044.681869625	93167.3347520658	81075.628184917	200848.984088951	246095.44410663	95293.0712820757	193297.861432046	239198.573989032	61652.0059034557	272016.862647509	271557.368359819
Compound1527	2-Anilinoisoindoline-1,3-dione	C14 H10 N2 O2	NA		238.07384	15.752	1898365.95130156	3165380.61008159	3556093.52255939	163549.278179494	818896.86153734	5063905.8774361	1589428.54320631	3760946.04228987	7182992.81484994	3564178.89172042	6068505.33392443	3189754.51965208	1421289.45501518	5073970.94789971	8139546.42146944	468995.815306383	1531297.60479895	8359491.24806035	609214.029810212	4131509.12891044	4187043.27820727
Compound1528		C6 H15 Cl N6 O2	NA		238.09504	4.457	229697.552542294	148397.957707442	266483.675122975	7510.32040142722	643650.841441265	417570.702401167	88101.5767968531	359596.161004163	127804.282853791	302072.029119939	272288.775455895	112428.664539633	121289.26511227	470099.912196102	179812.750917096	27054.8354130698	278622.782218898	473034.73559209	6925.56216444803	433891.440994581	324966.35252527
Compound1529	Gly-Tyr	C11 H14 N2 O4	NA		238.09532	10.741	71895.6166255805	281225.423858862	131321.667766413	186571.076686708	538630.572458393	501599.576643933	120537.51451255	540223.856073651	196713.40269994	163625.760327131	619788.558071172	108714.326742417	36050.5004419548	207274.263656148	270203.280284804	153394.131766079	61817.9609350523	397623.871679778	602211.002865122	463015.622779127	392217.734433324
Compound1530		C6 H19 N6 O2 P	NA		238.13147	4.448	416142.970606321	283847.562128826	530708.316536998	9736.4366698849	354521.211716555	469605.755066573	172721.686428518	669383.505425552	208232.412160829	512986.416028226	631489.83254972	102251.771950078	427181.627121805	391974.686897114	131903.8041277	28918.8615113325	172431.455147472	257354.666166923	6917.91544924778	709063.202019603	304038.953189758
Compound1531		C6 H19 N6 O2 P	NA		238.13156	4.884	168749.583552972	339954.178217463	133721.922917347	24401.7597542304	291587.031966213	254333.47544828	107008.996494253	694343.349573214	155292.029586842	384380.682110507	936844.751431943	77450.2632257502	85901.6120148264	169879.395371376	89276.5605296012	58831.8277523979	440194.768957783	1556972.76811476	5070.87318598361	700782.399868522	80905.1874174652
Compound1532	SECONAL	C12 H18 N2 O3	NA		238.13156	5.581	157575.28396017	452491.118756121	522957.092986361	6833.17515631114	325731.81194442	255916.219734722	74019.2604315552	342661.698209981	67366.2718965317	263330.017681934	951504.537252332	64339.6593573075	571890.013266116	682843.045092695	260008.142741676	29298.1767586038	74058.8019953725	440315.708051698	20829.3239280745	224330.413642522	358122.281847354
Compound1533	PEG n5; N-(3-Aminopropyl)-3-(3,4-dihydroxyphenyl)propanamide	C10 H22 O6; C12 H18 N2 O3	NA		238.1413	5.376	616149.856079722	652980.529629749	296615.767580047	718809.75477587	1671695.23560508	511113.800678699	127683.406951321	258481.691970367	98205.3151675228	294851.854457759	732429.977826766	45159.3171057592	456102.60770907	682843.045092695	441357.206728386	768633.414346062	213527.73919101	873383.2454927	491011.890210719	1761543.38800233	397843.015917616
Compound1534	PEG n5; N-(3-Aminopropyl)-3-(3,4-dihydroxyphenyl)propanamide	C10 H22 O6; C12 H18 N2 O3	NA		238.14142	10.962	682997.57498738	1148425.51225316	410105.179145075	1939325.64759773	1173992.35709577	460746.116628454	386186.999350452	1480753.79336366	797005.244250861	662961.959978933	1837604.60387125	327105.173937025	1118543.53988587	823087.989761114	640791.20652772	1586599.47994083	414069.59032734	916096.671631602	2935463.75955911	1404543.05192867	296173.48802015
Compound1535			NA		238.54997	3.722	20438.6797658251	13647.3608393185	207706.937227357	1939.58847991312	20533.095992114	79291.4818209307	6973.97551842336	16556.4632778419	18477.3711762776	481720.660970173	202718.881486879	56860.4480547646	9595.4965634255	68307.1088295711	20841.0689745046	3717.14328681926	34471.9052837006	11083.8878573885	2197.64907890406	17910.3317965119	71543.4532634087
Compound1536		C H2 Cl2 N O3 P3	NA		238.86188	35.107	28706.2088863125	24930.1399824253	26698.3017302077	484124.928149375	55363.2456102778	46157.1244086226	12827.770886984	22603.7784130565	21644.8561063211	5435.41660772669	7879.46538856754	5460.15255833215	45546.7028672255	25479.6524223203	41442.8483118856	19194.2184758345	21784.6222858373	22696.839211663	351291.702329639	63337.9236562518	50149.4382888776
Compound1537		C4 H3 Br N P S2	NA		238.86194	4.793	11052.9590118277	12841.8836596467	10325.5755857139	17964081.355685	50901.3526749113	18342.2587040537	10663.9821180307	13940.512442382	10948.2010526254	10632.6614357182	16049.8734730151	8622.86456928173	12353.7068680594	14649.6655110559	18358.0001383456	4505346.05080381	12559.2444275539	16899.0951674575	16556377.5005445	25898.195377789	14163.2273968346
Compound1538		C H2 Cl2 N O3 P3	NA		238.86195	4.393	26803.3661819936	21948.7395139923	23613.8673449378	1853896.35166658	473879.151784487	28029.9239076671	12305.734169315	24860.0180612018	13221.0682750026	24131.0172700018	31443.9227369307	11647.8474098343	25759.5201748195	29022.3252731784	29709.9441438414	28164225.3765149	21389.2960149544	22456.0095163601	1745292.0008794	39928.567199766	26837.6608342831
Compound1539		C H2 Cl2 N O3 P3	NA		238.86205	4.074	5369.61590500973	5770.73332303123	5532.97813593248	8902807.13840079	2723903.12562345	11853.6019120676	4523.49246100907	7280.76651502114	5090.72382116535	5299.07203378505	7660.89516030952	3487.25648956064	7347.51575985386	7746.0085406506	8816.11424610886	16105752.8846978	10448.6698455926	135716.252743296	8580557.75206656	154770.524573185	7471.55060424051
Compound1540		C H2 Cl2 N O3 P3	NA		238.86215	2.972	4764.931812395	1227.9722021723	2025.24474414766	1862.39804997586	30430.9136043597	33314.2481387872	1396.22282299203	1102.87024108113	1878.89427236669	1368.80910500963	2792.1652807308	1157.0837475232	71708.4950310693	4841.65072259437	9701.33986760684	4259.42367834855	43343.6445912848	3027.73745383439	4750.16661925531	259008.597421655	32205.7472373534
Compound1541		C3 H4 F N5 O P2 S	NA		238.95913	3.435	127678.294216368	33036.7701783316	367441.37100386	97958.0954058702	699436.013935467	216845.067301931	247403.246939163	28570.083481369	204808.042591282	196730.796623452	592023.636479569	266376.650337646	685471.450933027	789315.72547891	7685.6025160234	379980.574374613	1188206.69954202	754806.23526496	139054.814913698	4882.90761986438	301466.479609033
Compound1542		C7 H5 N5 O S2	NA		238.99466	3.418	32058.8842608573	19463.7968919616	131865.519608011	62957.1492235727	104367.455708834	402658.927036791	24691.1154317385	29320.1014287004	21582.3977358896	152076.571631419	143906.581501253	31171.4351129365	39091.5694047743	28253.0029298292	28374.4682708682	93235.4336544906	91059.8550691752	74201.6962301061	25767.1464835862	21621.7994763036	30093.4910073603
Compound1543		C7 H9 F4 N5	NA		239.07911	4.691	139385.198332184	76548.0580832125	214728.035325255	15473.1899306366	1813212.7090724	323261.478609317	198362.535992383	534518.296421057	221767.142904745	328594.735902736	545929.038827884	210292.269332501	151493.071999695	823955.458735722	363288.76590015	96897.8512789417	560214.238026719	1433723.20535526	9142.38137725003	445953.188705464	680856.275527665
Compound1544		C12 H14 F N O S	NA		239.07911	5.145	24624.6633850352	34209.4736363151	49960.6302363861	7115.97646635144	604256.103194725	575608.022912294	26985.408362364	117846.859733061	51930.6015430418	86281.7669465284	115509.325010123	40467.811861332	27806.413471268	63132.4093099429	31244.6644064304	31027.3208814604	51165.1913956788	187743.157826174	26480.0321247646	868343.630462485	134018.811983412
Compound1545	Benzyl Diethyldithiocarbamate	C12 H17 N S2	NA		239.07919	4.441	312726.778356749	396344.869237111	677652.679087446	6915.31333020289	2345086.996867	624199.285610011	139514.528778778	903880.413342567	228938.509549725	647323.83483644	543539.986198079	219437.575196929	352527.721050014	558793.253444605	247443.751961864	37659.3707374753	527905.386384731	293631.410969568	8278.57821355038	1075696.76036008	629739.933211651
Compound1546		C7 H9 F4 N5	NA		239.07923	5.691	39089.6557868036	141707.236994849	77355.0660099565	9921.24800890279	361685.633416252	179320.439917896	92174.4839971817	417809.414371451	110548.855543652	271508.555000238	560944.216636632	139378.342185869	53082.6545220155	50881.8751522778	160945.608592418	40323.8023925892	29987.1281874002	246888.937117174	10890.5492679124	241160.159036651	342398.384004733
Compound1547		C6 H7 Br Cl O P	NA		239.90972	3.387	226595.512574901	7872.45245805015	26125.863414705	8728.02722779715	23027.409211142	12672.0621822523	15915.0740653473	5751.36828757056	11953.6961509857	67069.5406628395	25649.2006539132	28268.587061361	572863.032830645	23352.4272319686	4817.2693157122	22130.0749120511	1370403.36550052	12839.728604303	9735.72575328789	4865.28074447023	12004.576737768
Compound1548		C9 H2 Cl O4 P	NA		239.9388	3.781	16054.5253819105	13801.8056665674	10772.3273147221	337458.841334864	111821.078876115	53201.0387545817	14797.8390211974	19640.3614725257	14210.9603802681	26584.8458749528	16776.5203329132	9099.87822453171	43834.9610946057	39230.8837712627	33875.8420311074	54263.3573081849	24881.5443958987	64589.3009676569	211778.970580494	572929.616987333	214604.403768096
Compound1549		C3 H2 Cl N4 O5 P; C6 H3 Cl F2 N2 S2	NA		239.94563	3.351	467303.431251756	369744.684996799	383254.853073555	569483.143225687	323045.847217708	166657.519895994	226508.78659227	849030.699209791	196876.963746911	248527.085307429	369626.628295309	253444.210638595	1157057.18291202	408992.914602014	1766537.44094122	569574.826804126	426732.871251602	279023.869508631	499366.023382155	1605426.32590053	350466.534080823
Compound1550		C5 H9 Cl N4 O S2	NA		239.99164	3.527	49717.1498873754	130680.254692832	85514.3737886094	25823.7807821255	23570.2435885577	6292.2419168776	123066.135497507	82018.3817920159	104737.485178523	38821.4364072784	26888.3111060141	115545.872900169	98909.7497067491	144556.203964869	6354.7012291768	5366.32088521102	5779.34100698627	6586.28871677553	42985.5098790649	4328.02751720517	74416.4197941134
